MEM = MEAN
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
286.71,9983.48,-37.05,-47.08,290.83,18.90,-2.88
267.17,10467.33,-41.19,-50.28,294.02,19.81,-2.42
248.68,10950.07,-45.25,-55.49,300.74,20.60,-2.04
231.21,11431.91,-49.28,-60.31,309.03,20.86,-1.61
214.71,11913.22,-53.10,-62.79,313.43,20.16,-1.08
199.13,12394.97,-56.36,-65.36,312.84,19.27,-0.59
184.43,12878.67,-59.00,-68.47,309.70,18.58,-0.17
170.58,13365.90,-61.05,-71.27,306.81,17.85,0.12
157.58,13856.77,-62.52,-73.07,311.17,17.37,0.14
145.49,14347.30,-63.88,-75.12,328.33,14.55,0.00
134.34,14833.63,-65.75,-76.66,328.05,10.31,0.23
124.05,15318.07,-65.08,-78.79,297.92,6.21,0.90
114.56,15803.78,-64.22,-82.03,285.46,5.34,1.60
105.81,16289.85,-64.31,-85.31,293.95,7.25,2.08
97.74,16774.36,-65.04,-87.44,284.01,6.89,2.27
90.29,17256.15,-66.09,-88.28,245.99,6.90,2.12
83.42,17735.23,-66.78,-88.39,237.93,7.05,1.48
77.08,18214.63,-65.15,-88.04,249.85,3.86,0.38
71.23,18699.98,-60.93,-88.10,38.98,2.39,-0.56
65.84,19192.73,-57.95,-88.59,56.48,7.30,-0.89
60.86,19689.67,-56.44,-89.07,54.15,10.00,-0.81
56.27,20186.84,-56.82,-89.21,53.91,12.27,-0.58
52.03,20680.49,-58.51,-89.70,67.26,20.09,-0.20


MEM = 020
TIME = 130625/1700
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.71,-999.00,33.11,20.02,198.84,11.07,-999.00
969.30,344.25,31.29,19.42,198.14,11.16,0.11
961.41,417.99,30.19,19.16,198.52,12.35,0.61
950.67,518.35,29.06,18.94,198.92,12.89,1.32
937.15,645.99,27.74,18.68,199.37,13.23,2.31
920.34,806.24,26.09,18.26,200.48,13.65,3.03
899.38,1009.41,24.26,17.10,209.29,14.98,2.76
874.28,1258.13,25.75,8.47,227.00,17.52,1.03
849.15,1513.83,24.62,6.78,225.19,16.25,-1.39
825.74,1757.89,23.05,6.43,228.84,14.36,-3.45
802.33,2007.74,21.61,6.29,237.86,12.66,-4.55
778.91,2263.67,19.61,7.34,251.03,12.61,-4.27
745.36,2643.01,16.56,8.34,257.42,10.51,-1.72
702.73,3141.75,12.59,6.67,248.77,8.78,2.41
662.14,3638.35,8.83,2.69,236.16,8.76,5.46
623.55,4132.40,4.93,-1.92,232.55,7.32,6.31
586.87,4623.84,1.25,-9.40,237.74,8.05,5.31
552.03,5113.31,-1.74,-22.82,245.81,11.46,3.20
518.93,5601.98,-4.84,-30.14,252.47,12.35,0.87
487.46,6090.24,-8.23,-37.49,261.44,11.71,-0.71
457.56,6577.95,-11.89,-31.41,272.52,10.13,-1.10
429.14,7065.29,-15.37,-28.96,275.88,10.58,-0.86
402.15,7552.75,-18.45,-30.47,280.34,12.77,-0.59
376.54,8040.79,-21.38,-32.70,284.59,14.12,-0.36
352.24,8529.35,-24.57,-37.02,287.05,14.80,-0.10
329.22,9017.58,-28.45,-41.62,286.48,15.83,0.24
307.41,9504.63,-32.61,-44.64,285.32,16.92,0.71
286.75,9990.33,-36.77,-47.12,290.41,17.31,1.14
267.20,10474.77,-40.89,-51.92,299.12,18.26,1.23
248.72,10958.03,-45.04,-56.60,301.95,18.66,1.08
231.24,11440.35,-49.04,-59.90,307.23,18.23,1.00
214.73,11922.55,-52.53,-64.85,313.80,17.08,1.12
199.15,12405.79,-55.60,-68.07,314.83,16.35,1.36
184.46,12891.43,-58.03,-70.47,311.83,17.18,1.43
170.60,13381.15,-59.85,-72.69,311.21,18.83,1.04
157.60,13874.76,-61.37,-74.39,316.81,18.92,0.21
145.51,14367.18,-63.42,-75.58,327.74,14.57,-0.60
134.35,14856.43,-63.71,-77.28,319.77,9.89,-1.12
124.07,15345.60,-63.09,-79.37,305.59,6.19,-1.23
114.58,15834.87,-63.19,-81.63,295.90,5.42,-0.87
105.82,16322.71,-63.84,-84.45,293.54,7.54,-0.25
97.74,16807.82,-65.02,-89.97,301.78,6.22,0.34
90.29,17288.12,-67.42,-91.77,280.91,2.20,0.88
83.42,17765.35,-67.08,-89.49,200.25,1.77,1.29
77.08,18244.94,-64.74,-88.00,144.78,6.41,1.48
71.23,18728.16,-63.23,-88.18,135.74,7.72,1.43
65.84,19213.50,-62.13,-88.77,102.75,4.98,1.10
60.86,19700.23,-61.19,-89.28,55.08,6.04,0.67
56.27,20187.83,-60.47,-89.71,63.63,7.14,0.32
52.03,20677.42,-58.46,-89.63,96.01,10.17,0.05


MEM = MEAN
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.85,-999.00,34.66,20.29,194.46,11.15,-999.00
968.47,344.40,32.76,19.65,195.21,11.42,-0.17
960.55,418.52,31.65,19.41,195.52,12.55,-0.21
949.83,519.38,30.52,19.20,195.86,13.05,-0.25
936.31,647.67,29.19,18.96,196.23,13.35,-0.27
919.54,808.75,27.57,18.66,196.73,13.58,-0.26
898.57,1013.07,25.59,18.14,198.00,13.83,-0.14
873.48,1262.56,25.24,11.23,218.79,15.11,0.18
848.34,1518.62,24.93,7.84,232.20,14.40,0.13
824.94,1763.18,23.50,7.13,236.04,13.07,-0.24
801.55,2013.46,21.76,7.31,240.46,11.67,-0.01
778.14,2269.74,19.77,8.17,247.54,10.61,0.90
744.62,2649.47,16.97,7.94,253.38,9.82,2.53
702.05,3148.62,13.13,5.59,250.97,9.63,4.08
661.53,3645.52,9.24,1.61,242.94,9.74,4.48
623.01,4139.68,5.26,-3.47,241.32,10.36,3.90
586.38,4631.16,1.27,-8.55,246.76,11.95,2.86
551.55,5120.54,-2.40,-13.69,253.48,13.64,1.72
518.45,5608.72,-5.56,-20.19,260.55,14.08,0.58
487.00,6096.58,-8.52,-25.90,267.35,12.75,-0.35
457.11,6584.36,-11.82,-27.28,272.23,11.19,-0.80
428.72,7072.01,-15.22,-26.67,272.63,10.88,-0.75
401.76,7559.82,-18.32,-27.10,274.93,12.22,-0.50
376.17,8048.11,-21.39,-29.28,280.74,14.15,-0.33
351.90,8536.45,-24.91,-32.53,285.44,15.50,-0.22
328.89,9024.08,-28.82,-36.35,287.18,16.15,-0.06
307.10,9510.54,-32.87,-40.99,287.92,16.59,0.15
286.47,9995.71,-37.00,-46.11,289.66,17.06,0.39
266.95,10479.59,-41.12,-51.28,293.91,17.32,0.63
248.48,10962.36,-45.19,-55.64,299.53,17.64,0.83
231.02,11444.27,-49.17,-58.60,304.86,17.99,0.97
214.54,11925.80,-52.91,-61.89,308.43,18.21,1.10
198.97,12407.80,-56.22,-65.58,309.61,18.23,1.18
184.30,12891.59,-58.94,-68.85,308.63,17.95,1.16
170.46,13378.74,-61.05,-71.57,306.76,17.29,1.02
157.47,13869.62,-62.38,-73.79,308.11,16.96,0.75
145.39,14360.71,-63.40,-75.33,315.17,15.33,0.43
134.25,14848.63,-64.69,-76.89,321.94,11.11,0.26
123.98,15334.57,-64.69,-78.94,297.96,8.42,0.27
114.50,15820.76,-64.02,-81.47,277.29,8.88,0.28
105.75,16306.92,-64.22,-85.05,273.81,9.11,0.22
97.69,16791.38,-64.95,-88.87,277.15,7.63,0.18
90.25,17273.79,-65.41,-89.32,266.23,5.60,0.16
83.38,17756.09,-64.42,-87.99,246.47,3.80,0.06
77.05,18240.55,-62.87,-87.58,122.92,3.81,-0.11
71.21,18727.35,-61.65,-88.03,85.05,6.24,-0.23
65.82,19215.44,-60.95,-88.68,70.63,8.48,-0.25
60.85,19704.01,-60.36,-89.20,67.60,10.32,-0.19
56.26,20193.10,-59.57,-89.57,66.58,12.42,-0.10
52.03,20682.49,-59.07,-90.05,74.31,14.92,-0.04


MEM = 001
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
970.89,-999.00,34.38,20.76,193.29,11.31,-999.00
967.50,344.39,32.46,20.17,192.77,11.38,0.06
959.59,418.45,31.34,19.93,193.05,12.49,0.63
948.88,519.26,30.21,19.72,193.36,12.98,1.42
935.37,647.48,28.88,19.49,193.70,13.27,2.46
918.60,808.47,27.26,19.19,194.08,13.49,4.03
897.66,1012.68,25.28,18.72,195.15,13.72,6.43
872.56,1262.33,24.63,14.81,213.80,15.07,9.04
847.38,1518.90,24.36,12.56,229.18,16.42,9.71
823.97,1764.16,23.36,11.30,229.74,15.07,7.84
800.55,2015.25,21.85,10.50,229.70,12.85,5.74
777.14,2272.26,20.05,9.82,233.57,10.77,5.05
743.65,2652.61,17.30,8.08,240.52,10.58,5.57
701.15,3152.20,13.53,4.78,244.08,11.68,5.83
660.71,3649.27,9.58,0.50,243.57,12.14,4.25
622.24,4143.48,5.31,-3.45,242.45,12.69,0.84
585.66,4634.79,0.91,-6.62,244.54,13.89,-3.06
550.87,5123.63,-2.90,-12.00,252.09,16.35,-6.22
517.81,5611.29,-5.73,-18.97,260.04,17.66,-7.92
486.40,6099.38,-8.10,-24.88,266.62,16.46,-8.19
456.55,6588.37,-10.92,-26.55,272.38,14.67,-7.66
428.20,7077.84,-14.08,-27.35,272.56,14.02,-7.09
401.27,7567.33,-17.54,-27.95,274.31,15.34,-6.69
375.72,8056.32,-21.33,-28.00,280.81,16.71,-5.95
351.49,8544.42,-25.23,-30.05,283.49,17.66,-4.94
328.51,9031.37,-29.20,-33.97,283.40,18.46,-4.18
306.75,9517.03,-33.27,-38.86,284.69,18.44,-3.59
286.14,10001.41,-37.30,-44.69,287.98,17.46,-2.83
266.65,10484.77,-41.23,-50.83,293.13,16.47,-1.97
248.20,10967.30,-45.20,-55.17,301.20,16.38,-1.27
230.77,11449.01,-49.24,-57.52,306.48,17.46,-0.84
214.31,11930.15,-53.08,-60.84,307.24,18.56,-0.64
198.77,12411.55,-56.46,-65.14,306.12,18.98,-0.53
184.11,12894.58,-59.22,-68.53,304.81,18.93,-0.39
170.29,13380.96,-61.28,-70.69,302.78,18.16,-0.11
157.32,13871.16,-62.56,-72.68,300.43,18.01,0.26
145.26,14361.93,-63.30,-74.40,299.32,16.98,0.52
134.14,14850.28,-64.23,-76.16,304.30,11.34,0.65
123.88,15337.08,-64.18,-79.27,284.89,8.90,0.76
114.41,15823.81,-63.83,-82.15,264.15,10.05,0.89
105.68,16310.71,-63.51,-85.90,273.56,9.78,1.06
97.62,16796.56,-64.18,-88.90,284.72,6.38,1.31
90.19,17280.60,-64.47,-88.63,305.93,3.00,1.40
83.34,17765.31,-62.94,-87.96,357.59,3.57,1.12
77.01,18251.49,-62.50,-87.60,33.67,5.27,0.70
71.18,18738.02,-61.87,-87.73,48.43,8.32,0.36
65.80,19224.27,-61.91,-88.25,57.82,11.96,0.09
60.83,19708.87,-62.41,-89.05,61.12,10.73,-0.14
56.25,20192.51,-61.77,-89.83,87.45,5.75,-0.25
52.03,20678.38,-59.40,-90.28,105.26,6.48,-0.17


MEM = 002
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.04,-999.00,34.66,20.02,190.42,10.71,-999.00
968.67,344.39,32.75,19.38,191.87,10.88,-0.25
960.75,418.47,31.65,19.15,192.31,11.86,-0.38
950.01,519.31,30.52,18.94,192.75,12.28,-0.55
936.51,647.55,29.19,18.71,193.22,12.51,-0.72
919.74,808.58,27.57,18.43,193.83,12.68,-0.95
898.76,1012.85,25.56,18.07,194.69,12.79,-1.38
873.69,1262.21,25.74,8.78,221.17,13.99,-2.00
848.57,1518.15,25.37,6.29,231.94,12.22,-2.91
825.18,1762.67,23.60,6.72,239.26,10.97,-3.54
801.79,2012.85,21.63,7.33,247.43,10.11,-3.18
778.37,2268.92,19.53,8.16,255.98,9.87,-2.18
744.84,2648.48,16.78,8.47,262.73,9.77,-0.86
702.25,3147.64,13.06,6.19,260.40,9.13,0.02
661.70,3644.70,9.13,2.79,244.41,8.24,-0.06
623.15,4139.02,5.27,-3.17,241.61,8.81,-0.85
586.52,4630.63,1.44,-9.11,247.98,10.53,-2.12
551.69,5120.11,-2.31,-14.16,250.17,13.04,-3.47
518.58,5608.06,-5.86,-19.52,256.51,14.21,-4.82
487.12,6095.28,-8.98,-24.40,265.34,13.50,-5.97
457.22,6582.11,-12.44,-27.46,273.94,12.07,-6.17
428.82,7068.53,-15.87,-27.54,274.20,11.33,-5.29
401.85,7554.96,-19.09,-27.02,272.67,12.11,-4.05
376.26,8041.75,-22.19,-28.57,275.24,13.60,-2.89
351.98,8528.91,-25.37,-31.42,280.80,15.03,-1.81
328.97,9015.94,-29.06,-34.31,286.93,16.24,-0.79
307.17,9502.18,-32.95,-38.89,288.28,17.04,0.18
286.53,9987.48,-36.83,-46.42,288.25,17.56,1.07
267.00,10471.81,-40.86,-54.68,293.14,18.29,1.78
248.53,10954.99,-45.06,-57.80,299.29,19.16,2.36
231.07,11437.11,-49.13,-58.91,304.50,18.57,2.93
214.58,11918.72,-52.91,-61.98,308.73,17.03,3.48
199.01,12400.84,-56.14,-65.80,308.48,15.50,3.91
184.33,12885.09,-58.65,-69.02,302.40,14.63,4.16
170.49,13372.83,-60.86,-71.73,295.77,14.01,4.25
157.50,13864.21,-62.17,-74.20,294.82,16.63,3.99
145.42,14355.83,-63.19,-75.74,298.34,17.34,3.05
134.28,14845.04,-63.84,-77.38,302.22,12.84,1.74
124.00,15332.98,-63.86,-79.08,292.78,10.65,0.75
114.52,15821.46,-62.93,-81.86,281.82,10.88,0.13
105.77,16309.49,-63.76,-87.89,271.97,10.79,-0.39
97.70,16794.15,-65.29,-91.04,288.17,8.20,-0.71
90.26,17275.78,-65.80,-91.04,312.67,5.75,-0.75
83.39,17757.97,-64.20,-88.68,308.95,4.36,-0.77
77.06,18244.84,-61.07,-87.58,13.18,1.85,-0.85
71.21,18735.55,-60.15,-87.76,81.22,4.15,-0.83
65.82,19226.25,-60.28,-88.27,78.62,8.01,-0.69
60.85,19714.83,-61.12,-88.94,72.03,10.80,-0.50
56.26,20200.93,-61.51,-89.50,57.37,10.89,-0.31
52.03,20685.95,-61.05,-89.76,75.22,8.84,-0.11


MEM = 003
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.63,-999.00,35.01,20.05,200.91,11.60,-999.00
968.28,344.43,33.13,19.41,201.45,11.96,-0.08
960.37,418.59,32.02,19.16,201.73,13.18,-0.14
949.65,519.52,30.88,18.94,202.05,13.73,-0.16
936.14,647.89,29.55,18.69,202.40,14.05,-0.14
919.37,809.08,27.93,18.39,202.91,14.30,-0.11
898.42,1013.53,25.92,17.99,203.79,14.54,-0.33
873.34,1263.07,24.91,12.40,219.46,16.98,-1.18
848.17,1519.08,24.24,10.43,230.01,16.05,-2.70
824.74,1763.62,22.83,9.90,237.59,14.75,-3.78
801.32,2013.91,21.16,9.73,242.79,13.61,-3.42
777.89,2270.18,19.17,10.18,248.11,12.55,-2.21
744.37,2649.74,16.79,8.01,248.46,12.76,-0.97
701.83,3148.72,13.39,4.57,240.08,12.43,-0.55
661.34,3645.68,9.50,1.09,232.20,11.69,-0.98
622.84,4140.07,5.56,-4.22,238.22,12.66,-1.68
586.23,4631.87,1.58,-8.91,254.73,15.78,-2.48
551.42,5121.71,-2.16,-12.20,265.23,17.84,-3.09
518.32,5610.47,-5.52,-15.21,269.01,17.44,-3.55
486.86,6099.17,-8.02,-23.04,267.68,14.27,-3.94
456.98,6588.27,-10.92,-29.21,265.42,10.94,-4.05
428.60,7077.44,-14.36,-27.68,268.59,9.63,-3.71
401.64,7566.82,-17.46,-26.92,278.77,10.58,-3.08
376.06,8056.65,-20.63,-28.44,290.49,12.46,-2.42
351.80,8546.19,-24.44,-31.67,295.61,13.48,-1.82
328.80,9034.59,-28.50,-36.34,295.13,13.21,-1.21
307.02,9521.55,-32.65,-41.40,292.91,13.26,-0.63
286.39,10007.03,-36.86,-46.51,293.12,14.13,-0.19
266.87,10491.07,-41.06,-51.89,296.86,15.26,0.13
248.41,10973.85,-45.20,-56.49,301.57,16.00,0.36
230.96,11455.73,-49.17,-59.06,306.98,16.37,0.46
214.48,11937.30,-52.85,-61.72,312.91,16.64,0.34
198.92,12419.48,-56.09,-65.91,316.83,16.63,0.03
184.25,12903.39,-58.91,-69.50,317.11,16.48,-0.37
170.41,13389.99,-61.52,-71.99,314.02,15.80,-0.70
157.43,13879.30,-63.21,-74.22,310.08,16.64,-0.89
145.36,14369.36,-63.40,-76.03,307.78,15.46,-1.04
134.22,14858.50,-63.61,-77.61,316.77,5.61,-0.93
123.95,15347.49,-63.09,-78.92,255.89,6.08,-0.37
114.48,15836.40,-63.22,-81.53,251.36,10.00,0.33
105.73,16323.45,-64.19,-85.65,246.66,10.67,0.82
97.67,16807.56,-65.22,-89.69,238.63,8.46,1.10
90.23,17288.85,-66.04,-91.25,233.58,6.03,1.34
83.37,17768.02,-66.41,-89.93,269.72,2.14,1.51
77.04,18247.43,-65.16,-88.00,30.17,3.58,1.42
71.20,18729.60,-63.28,-87.50,51.68,5.57,1.09
65.81,19214.11,-62.33,-87.99,59.70,5.86,0.69
60.84,19699.47,-61.67,-88.68,59.55,4.99,0.37
56.26,20185.51,-60.78,-89.18,50.73,4.79,0.14
52.03,20670.83,-61.28,-89.46,40.30,6.13,-0.04


MEM = 004
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.68,-999.00,34.26,20.79,195.59,10.67,-999.00
969.30,344.38,32.44,20.08,195.78,10.69,0.10
961.36,418.43,31.36,19.79,195.99,11.77,0.62
950.65,519.22,30.24,19.55,196.23,12.28,1.31
937.12,647.40,28.92,19.27,196.56,12.60,2.26
920.32,808.34,27.32,18.89,197.24,12.98,2.81
899.39,1012.28,25.90,15.89,208.34,14.64,3.16
874.29,1261.88,26.29,11.33,224.97,14.82,2.34
849.12,1518.72,25.14,10.95,232.89,12.91,0.62
825.67,1763.91,23.21,10.93,237.47,12.21,0.14
802.20,2014.68,21.33,11.08,245.25,11.93,1.04
778.73,2271.35,19.27,11.33,252.25,11.72,2.83
745.14,2651.31,16.42,10.21,257.14,11.00,5.43
702.50,3150.48,12.69,7.29,260.70,11.44,7.78
661.93,3647.25,8.89,3.08,259.07,11.95,8.63
623.36,4141.27,4.94,-1.76,252.27,12.26,8.38
586.69,4632.57,0.73,-5.08,243.99,12.94,7.52
551.82,5121.34,-3.30,-9.86,242.76,14.48,6.22
518.69,5608.16,-6.68,-17.16,250.46,15.27,4.84
487.22,6094.27,-9.48,-25.41,260.27,14.56,3.93
457.32,6580.66,-12.29,-30.26,272.06,12.24,3.56
428.91,7067.37,-15.58,-28.65,281.28,11.00,3.65
401.94,7554.30,-18.82,-26.83,282.74,12.32,3.96
376.33,8041.76,-21.83,-27.24,284.10,15.30,4.05
352.05,8529.52,-25.23,-29.69,286.48,17.69,3.65
329.03,9016.78,-29.05,-33.48,287.63,18.68,2.88
307.23,9502.90,-33.12,-38.08,287.38,19.01,2.09
286.59,9987.64,-37.28,-42.94,287.50,19.28,1.45
267.05,10471.04,-41.40,-48.61,290.64,19.00,0.96
248.58,10953.32,-45.43,-54.79,296.50,18.44,0.59
231.11,11434.82,-49.37,-58.42,302.14,18.39,0.28
214.62,11916.09,-53.01,-61.63,305.65,18.45,-0.05
199.05,12398.27,-56.01,-65.48,307.06,17.35,-0.37
184.36,12882.96,-58.40,-68.53,305.92,14.66,-0.61
170.52,13371.28,-60.62,-70.89,303.80,12.76,-0.65
157.52,13863.10,-62.06,-73.02,306.74,14.77,-0.39
145.44,14354.97,-63.12,-74.66,315.35,16.54,0.21
134.29,14842.32,-65.54,-76.20,321.52,15.24,0.99
124.01,15326.98,-65.00,-78.85,301.08,12.78,1.22
114.53,15814.09,-63.00,-82.44,281.93,8.78,0.56
105.78,16302.25,-63.61,-85.99,264.91,6.34,-0.15
97.71,16787.94,-64.59,-90.55,277.15,7.79,-0.28
90.27,17271.98,-64.46,-91.29,288.72,6.57,-0.28
83.40,17757.92,-62.34,-88.27,348.15,2.59,-0.56
77.06,18247.77,-60.41,-87.08,73.56,6.27,-0.85
71.22,18739.12,-60.30,-87.41,78.24,8.72,-0.89
65.83,19229.77,-60.23,-88.22,73.10,9.44,-0.83
60.85,19720.86,-59.05,-89.02,71.78,10.29,-0.77
56.26,20213.76,-57.72,-89.57,71.23,11.21,-0.59
52.03,20708.26,-56.64,-90.37,81.87,16.55,-0.19


MEM = 005
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.77,-999.00,34.56,20.00,192.57,11.84,-999.00
968.40,344.38,32.68,19.38,193.03,12.19,-0.20
960.46,418.44,31.55,19.12,193.38,13.48,-0.24
949.77,519.22,30.41,18.91,193.73,14.04,-0.35
936.25,647.40,29.08,18.67,194.09,14.37,-0.42
919.48,808.35,27.46,18.37,194.56,14.62,-0.28
898.52,1012.50,25.45,17.97,195.17,14.80,-0.28
873.46,1261.76,25.50,9.50,219.00,17.02,-0.84
848.34,1517.50,25.20,5.33,229.62,15.44,-1.63
824.98,1761.84,23.85,5.64,236.04,13.49,-1.84
801.59,2012.25,22.04,8.15,242.77,11.92,-0.89
778.17,2269.03,19.95,10.24,249.30,10.57,0.84
744.62,2649.62,17.17,9.39,252.84,9.57,3.19
702.03,3149.59,13.42,5.93,253.14,9.58,5.08
661.51,3646.91,9.47,1.43,248.56,9.61,5.14
622.99,4141.35,5.29,-2.54,245.97,10.03,4.09
586.34,4633.05,1.12,-6.29,249.66,11.65,3.09
551.50,5122.46,-2.71,-10.86,254.88,13.47,2.35
518.39,5610.52,-5.74,-18.21,263.18,14.05,1.45
486.94,6098.18,-8.71,-24.43,274.06,12.40,0.41
457.05,6585.57,-12.16,-26.10,278.17,10.87,-0.44
428.66,7072.97,-15.21,-26.52,275.68,10.63,-0.97
401.70,7561.40,-17.62,-29.27,276.12,12.17,-1.37
376.12,8050.88,-20.64,-34.23,278.48,14.23,-1.77
351.86,8540.19,-24.43,-37.17,277.99,15.09,-2.12
328.86,9028.57,-28.37,-40.07,278.58,15.35,-2.44
307.08,9515.81,-32.43,-44.73,283.32,15.76,-2.75
286.45,10001.64,-36.71,-48.77,288.20,16.28,-2.84
266.92,10485.84,-41.06,-51.25,291.62,16.30,-2.55
248.46,10968.58,-45.28,-54.84,297.13,16.14,-2.14
231.01,11450.30,-49.26,-59.78,301.91,16.42,-1.87
214.52,11931.71,-52.91,-64.35,302.70,16.75,-1.70
198.96,12413.81,-56.12,-67.55,300.86,17.09,-1.39
184.28,12897.81,-58.84,-69.81,298.47,17.85,-0.78
170.45,13384.95,-61.14,-71.92,296.73,18.94,0.06
157.46,13875.21,-62.80,-74.12,299.72,19.16,0.87
145.38,14365.50,-63.65,-76.01,307.54,17.21,1.32
134.25,14853.46,-64.40,-77.16,323.65,10.88,1.39
123.97,15339.74,-64.67,-78.44,305.55,7.77,1.45
114.49,15826.36,-63.65,-81.02,277.22,8.41,1.51
105.75,16313.69,-63.57,-85.76,259.22,8.57,1.37
97.68,16798.79,-65.02,-89.35,271.61,8.29,1.12
90.24,17280.11,-66.25,-89.14,276.15,5.05,0.89
83.38,17759.58,-66.01,-86.43,232.08,1.25,0.53
77.05,18239.74,-64.97,-87.27,131.37,6.06,0.03
71.21,18722.63,-62.91,-88.23,127.98,6.92,-0.35
65.82,19210.05,-60.24,-88.77,114.14,6.33,-0.47
60.85,19700.47,-59.44,-89.26,89.17,9.52,-0.41
56.26,20193.35,-57.13,-89.69,71.73,15.35,-0.26
52.03,20688.81,-56.16,-89.74,56.96,24.33,-0.11


MEM = 006
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.04,-999.00,34.50,20.59,191.11,9.96,-999.00
968.63,344.40,32.54,19.97,192.52,10.03,-0.18
960.72,418.49,31.46,19.76,192.85,10.89,-0.17
950.00,519.35,30.33,19.56,193.19,11.27,-0.22
936.47,647.63,29.00,19.35,193.55,11.49,-0.29
919.69,808.70,27.37,19.08,194.04,11.66,-0.33
898.71,1013.03,25.36,18.74,194.75,11.78,-0.03
873.61,1262.46,24.89,11.90,216.34,12.66,1.14
848.47,1518.24,24.59,7.65,233.72,13.39,2.03
825.08,1762.46,23.47,5.88,236.00,12.86,1.87
801.70,2012.36,21.93,4.86,238.52,12.13,1.74
778.33,2268.32,20.14,6.06,244.48,11.88,2.22
744.83,2648.10,17.39,7.27,251.06,10.33,3.38
702.26,3147.50,13.26,5.74,246.23,8.70,4.78
661.72,3644.47,9.01,2.83,230.03,7.98,5.84
623.17,4138.41,4.95,-2.79,222.99,8.60,6.36
586.53,4629.43,0.97,-7.97,230.60,10.25,6.32
551.68,5118.22,-3.18,-9.20,240.50,11.85,5.94
518.54,5605.43,-6.52,-15.80,252.88,13.28,5.42
487.08,6092.13,-9.13,-24.59,261.60,13.28,4.55
457.19,6579.41,-11.82,-27.04,279.39,12.74,3.33
428.79,7067.12,-15.14,-26.75,284.96,11.93,2.33
401.82,7555.01,-18.30,-27.33,283.20,12.46,1.72
376.23,8043.24,-21.47,-28.43,288.44,13.96,1.16
351.95,8531.43,-25.04,-31.09,291.89,15.07,0.68
328.94,9018.92,-28.89,-35.82,291.07,15.65,0.51
307.15,9505.24,-32.95,-41.39,288.32,16.07,0.58
286.51,9990.15,-37.18,-45.95,286.16,16.69,0.73
266.98,10473.62,-41.37,-50.28,288.40,16.78,1.06
248.51,10955.88,-45.45,-55.06,294.63,16.29,1.66
231.06,11437.30,-49.40,-58.32,300.97,15.89,2.34
214.57,11918.46,-53.04,-60.92,306.32,15.55,2.82
199.00,12400.27,-56.28,-64.89,310.89,15.11,3.03
184.32,12883.77,-59.14,-68.70,313.95,14.65,3.03
170.48,13370.14,-61.55,-71.56,313.71,13.66,2.87
157.49,13859.74,-63.00,-74.24,313.80,14.22,2.54
145.41,14348.86,-64.49,-75.43,320.31,14.18,2.05
134.27,14833.85,-66.14,-76.89,319.46,12.05,1.43
123.99,15317.96,-64.83,-79.25,289.95,8.80,0.59
114.51,15804.97,-63.20,-83.57,258.08,8.28,-0.38
105.77,16291.54,-64.72,-88.49,247.72,8.14,-1.15
97.70,16774.83,-65.48,-90.25,259.16,5.52,-1.50
90.25,17258.02,-64.24,-88.68,210.43,2.40,-1.51
83.39,17743.18,-63.16,-88.02,153.51,6.23,-1.21
77.05,18229.24,-62.79,-88.07,142.59,6.90,-0.58
71.21,18716.10,-61.74,-88.29,68.57,4.22,0.13
65.82,19205.35,-59.91,-88.62,34.77,7.08,0.53
60.85,19696.66,-59.09,-89.01,40.46,9.47,0.46
56.26,20187.19,-59.64,-89.40,56.29,11.89,0.18
52.03,20675.13,-60.34,-89.38,82.40,15.68,0.01


MEM = 007
TIME = 130625/1800
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.16,-999.00,34.27,21.32,186.66,11.67,-999.00
968.76,344.40,32.32,20.76,187.44,11.92,-0.26
